Time,Armed,Event,State,MachTimer,FailSafeTimer,FailSafeMainTimer,h,v,H_SHT,T_SHT,T_CPU,T_BARO1,T_BARO2,T_IMU1,T_IMU2,P_BARO1,P_BARO2,Ax_IMU1,Ay_IMU1,Az_IMU1,Gx_IMU1,Gy_IMU1,Gz_IMU1,Ax_IMU2,Ay_IMU2,Az_IMU2,Gx_IMU2,Gy_IMU2,Gz_IMU2,Ax_H3L,Ay_H3L,Az_H3L,I_BAT1,I_BAT2,V_BAT1,V_BAT2,V_LDR,V_TD1,V_TD2
33579.0,0,0,1,0,0,0,0.0,0.0,49.39,23.03,24.57,23.12,22.78,29.53,28.53,101171.91,-179690.67,-1.28,-9.63,0.56,0.0,-1.65,0.12,-0.92,-9.76,0.86,-0.67,-1.46,0.73,2.4,14.42,55.76,-19812.01,-19921.88,12.53,0.06,1.37,12.31,0.0
33604.0,0,0,1,0,0,0,0.0,0.0,49.39,23.03,25.22,23.13,22.79,29.54,28.53,101166.5,-179697.05,-1.21,-9.64,0.43,-0.06,-1.4,-0.06,-0.84,-9.77,0.75,-0.73,-1.28,0.61,7.21,19.23,42.3,-19799.8,-19873.05,12.52,0.06,1.37,12.25,0.02
33633.0,0,0,1,0,0,0,0.0,0.0,49.39,23.03,24.9,23.12,22.8,29.54,28.54,101158.38,101270.11,-1.32,-9.63,0.41,-0.24,-1.16,0.06,-0.97,-9.77,0.73,-0.91,-1.04,0.61,6.73,18.75,38.94,-19360.35,-20043.95,12.52,0.07,1.38,12.3,0.01
33658.0,0,0,1,0,0,0,0.0,0.0,49.44,23.17,25.22,23.11,22.75,29.54,28.54,101170.16,101256.75,-1.31,-9.62,0.49,-0.3,-1.34,0.24,-0.96,-9.77,0.8,-0.98,-1.1,0.85,3.85,12.02,51.43,-18029.79,-19750.98,12.32,0.04,1.34,11.69,0.01
33683.0,0,0,1,0,0,0,0.0,0.0,49.44,23.17,24.9,23.11,22.77,29.55,28.53,101163.56,-179687.69,-1.22,-9.65,0.52,-0.24,-1.22,0.24,-0.84,-9.78,0.82,-0.98,-1.04,0.91,4.33,11.54,40.38,-19641.11,-20117.19,12.46,0.05,1.4,12.15,0.01
33708.0,0,0,1,0,0,0,0.0,0.0,49.44,23.17,25.22,23.11,-572.66,29.55,28.55,101162.19,-175785.16,-1.3,-9.63,0.39,-0.18,-1.22,0.18,-0.96,-9.75,0.72,-0.98,-1.04,0.85,3.85,13.46,38.46,-19726.56,-19995.12,12.53,0.04,1.39,12.21,0.05
33734.0,0,0,1,0,0,0,0.0,0.0,49.44,23.17,25.22,23.12,22.78,29.56,28.54,101143.48,101268.62,-1.33,-9.62,0.39,-0.37,-1.65,0.43,-0.98,-9.73,0.7,-1.1,-1.52,0.98,3.36,11.54,39.42,-19787.6,-19726.56,12.55,0.05,1.38,12.22,0.0
33760.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,24.25,23.13,22.8,29.56,28.54,101158.52,101265.92,-1.23,-9.66,0.52,-0.3,-1.77,0.37,-0.85,-9.78,0.85,-1.04,-1.65,0.98,1.92,14.42,47.59,-19873.05,-19738.77,12.53,0.04,1.34,12.25,0.01
33785.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,24.25,23.13,22.78,29.56,28.55,101163.25,-179691.94,-1.27,-9.62,0.45,-0.24,-1.52,0.24,-0.91,-9.77,0.76,-0.91,-1.34,0.91,1.92,20.19,39.42,-19897.46,-19616.7,12.48,0.09,1.31,12.25,0.0
33811.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,25.22,23.14,22.8,29.56,28.53,101171.59,-179700.88,-1.34,-9.61,0.35,-0.24,-1.46,0.49,-0.98,-9.76,0.63,-0.98,-1.34,1.04,0.96,18.75,49.03,-19750.98,-20202.64,12.53,0.05,1.35,12.26,0.01
33838.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,24.57,23.14,22.8,29.57,28.54,101171.59,-179700.88,-1.26,-9.64,0.48,-0.24,-1.59,0.49,-0.89,-9.77,0.8,-0.91,-1.52,1.1,-0.48,17.3,52.4,-20007.32,-19726.56,12.52,0.05,1.35,12.13,0.0
33864.0,0,0,1,0,0,0,0.0,0.0,49.35,23.09,25.54,23.1,-572.66,29.55,28.56,101159.61,-175753.81,-1.28,-9.62,0.48,0.0,-1.59,0.37,-0.92,-9.77,0.79,-0.73,-1.46,1.04,-0.48,13.94,47.11,-19970.7,-19860.84,12.49,0.05,1.38,12.25,0.02
33889.0,0,0,1,0,0,0,0.0,0.0,49.35,23.09,25.54,23.11,22.76,29.59,28.55,101153.06,101284.14,-1.33,-9.63,0.37,0.18,-1.77,0.43,-0.97,-9.78,0.71,-0.55,-1.52,1.04,2.88,18.75,42.3,-19714.36,-20007.32,12.56,0.05,1.38,12.33,0.02
33915.0,0,0,1,0,0,0,0.0,0.0,49.35,23.09,25.22,23.12,22.78,29.57,28.55,101165.56,-179690.67,-1.27,-9.64,0.42,0.3,-2.2,0.61,-0.91,-9.78,0.75,-0.43,-1.95,1.22,0.48,11.54,44.7,-20129.39,-19909.67,12.58,0.05,1.51,12.28,0.0
33940.0,0,0,1,0,0,0,0.0,0.0,49.35,23.09,25.22,23.13,22.79,29.58,28.56,101160.83,-179695.34,-1.25,-9.64,0.45,0.49,-2.2,0.67,-0.89,-9.78,0.77,-0.24,-2.01,1.34,3.85,11.54,56.24,-19677.73,-19860.84,12.55,0.05,1.35,12.16,0.02
33965.0,0,0,1,0,0,0,0.0,0.0,49.28,23.07,25.22,23.12,-572.66,29.57,28.56,101166.25,-175744.84,-1.29,-9.62,0.38,0.73,-1.95,0.91,-0.93,-9.78,0.72,0.06,-1.77,1.59,1.92,17.79,48.55,-18920.9,-19641.11,12.61,0.05,1.36,12.0,0.0
33990.0,0,0,1,0,0,0,0.0,0.0,49.28,23.07,24.25,23.14,22.8,29.58,28.56,101171.48,101253.11,-1.3,-9.63,0.4,0.91,-1.89,1.1,-0.95,-9.79,0.74,0.12,-1.65,1.71,2.88,19.23,46.15,-19775.39,-19921.88,12.59,0.02,1.35,12.29,0.0
34015.0,0,0,1,0,0,0,0.0,0.0,49.28,23.07,24.9,23.15,-572.66,29.59,28.56,101159.7,-175724.69,-1.31,-9.63,0.45,1.04,-2.2,1.1,-0.94,-9.76,0.74,0.3,-1.89,1.71,0.0,17.79,49.03,-19812.01,-19665.53,12.5,0.0,1.36,12.25,0.0
34043.0,0,0,1,0,0,0,0.0,0.0,49.28,23.07,23.61,23.14,22.82,29.59,28.58,101155.28,101288.19,-1.35,-9.63,0.5,1.1,-2.8,1.04,-0.98,-9.75,0.8,0.37,-2.62,1.59,-1.92,14.42,42.3,-19702.15,-19812.01,12.54,0.04,1.42,12.22,0.16
34068.0,0,0,1,0,0,0,0.0,0.0,49.38,23.1,24.25,23.11,-572.66,29.59,28.58,101174.33,-175760.53,-1.31,-9.63,0.45,1.04,-3.05,1.16,-0.97,-9.74,0.75,0.37,-2.8,1.77,3.85,16.82,53.84,-19348.14,-19458.01,12.5,0.05,1.36,12.11,0.0
34094.0,0,0,1,0,0,0,0.0,0.0,49.38,23.1,25.86,23.13,22.79,29.6,28.57,101168.0,101260.3,-1.25,-9.62,0.5,0.98,-2.56,1.22,-0.89,-9.76,0.8,0.3,-2.44,1.89,-1.44,14.9,53.84,-19409.18,-19934.08,12.52,0.06,1.38,12.15,0.01
34120.0,0,0,1,0,0,0,0.0,0.0,49.38,23.1,25.22,23.13,22.81,29.6,28.59,101162.22,101265.97,-1.34,-9.61,0.53,0.79,-2.01,1.1,-0.99,-9.75,0.8,0.18,-1.89,1.71,5.29,18.75,47.59,-19653.32,-20092.77,12.79,0.05,1.33,12.19,0.0
34145.0,0,0,1,0,0,0,0.0,0.0,49.38,23.1,27.15,23.14,22.81,29.59,28.58,101170.78,-179701.31,-1.37,-9.61,0.46,0.61,-2.13,1.04,-1.02,-9.74,0.78,0.0,-1.95,1.59,-0.48,22.59,47.59,-19470.21,-19995.12,12.53,0.06,1.4,11.93,0.02
34171.0,0,0,1,0,0,0,0.0,0.0,49.49,23.13,25.22,23.14,22.79,29.6,28.58,101160.38,101246.25,-1.34,-9.62,0.52,0.49,-2.2,0.73,-0.98,-9.75,0.83,-0.24,-2.07,1.28,3.85,12.98,40.86,-19970.7,-19860.84,12.53,0.06,1.34,12.18,0.0
34196.0,0,0,1,0,0,0,0.0,0.0,49.49,23.13,24.25,23.15,22.81,29.61,28.56,101165.72,-179701.73,-1.34,-9.62,0.49,0.3,-1.89,0.37,-0.98,-9.76,0.8,-0.3,-1.77,1.04,-1.44,13.94,50.47,-19775.39,-17773.44,12.55,0.05,1.39,12.17,0.02
34223.0,0,0,1,0,0,0,0.0,0.0,49.49,23.13,25.22,23.15,22.81,29.61,28.58,101165.72,-179701.73,-1.36,-9.62,0.5,0.24,-1.46,0.18,-1.0,-9.75,0.83,-0.55,-1.28,0.79,-1.44,19.23,44.22,-18737.79,-19812.01,12.39,0.06,1.35,11.95,0.01
34249.0,0,0,1,0,0,0,0.0,0.0,49.49,23.13,25.54,23.12,22.78,29.62,28.58,101153.06,-179689.81,-1.37,-9.62,0.51,0.06,-1.52,0.06,-1.0,-9.76,0.85,-0.67,-1.4,0.67,4.33,18.27,39.42,-19763.18,-20092.77,12.56,0.05,1.34,12.23,0.0
34274.0,0,0,1,0,0,0,0.0,0.0,49.4,23.24,24.25,23.13,22.79,29.63,28.6,101169.62,-179696.62,-1.33,-9.61,0.44,-0.12,-1.83,-0.12,-0.97,-9.76,0.75,-0.79,-1.77,0.43,0.96,8.17,50.47,-19665.53,-19787.6,12.54,0.05,1.37,12.24,0.01
34300.0,0,0,1,0,0,0,0.0,0.0,49.4,23.24,24.25,23.13,-572.66,29.63,28.6,101169.39,-175738.12,-1.32,-9.61,0.53,-0.24,-1.83,-0.24,-0.97,-9.76,0.84,-0.91,-1.65,0.43,-0.48,14.9,37.97,-19628.91,-20056.15,12.53,0.05,1.34,12.24,0.0
34325.0,0,0,1,0,0,0,0.0,0.0,49.4,23.24,26.19,23.15,22.81,29.64,28.6,101167.33,101262.73,-1.34,-9.63,0.57,-0.24,-1.4,-0.24,-0.97,-9.75,0.88,-0.98,-1.16,0.43,0.0,18.27,42.78,-19848.63,-19653.32,12.5,0.05,1.34,12.22,0.0
34350.0,0,0,1,0,0,0,0.0,0.0,49.4,23.24,23.93,23.15,22.81,29.64,28.6,101160.73,101279.55,-1.33,-9.6,0.41,-0.3,-1.16,-0.3,-0.97,-9.74,0.72,-1.04,-0.91,0.3,2.4,13.46,40.86,-19714.36,-19738.77,12.52,0.04,1.36,12.22,0.01
34376.0,0,0,1,0,0,0,0.0,0.0,49.23,23.1,25.22,23.16,22.83,29.64,28.6,101155.67,-179710.25,-1.35,-9.63,0.5,-0.43,-1.59,-0.37,-0.99,-9.78,0.8,-1.16,-1.34,0.3,0.96,16.82,45.67,-20202.64,-19616.7,12.46,0.04,1.41,12.07,0.0
34401.0,0,0,1,0,0,0,0.0,0.0,49.23,23.1,25.22,23.16,22.82,29.64,28.6,101168.39,101286.36,-1.32,-9.62,0.51,-0.3,-1.59,-0.37,-0.97,-9.76,0.83,-1.1,-1.34,0.24,1.44,18.27,39.9,-19824.22,-19531.25,12.56,0.05,1.36,12.14,0.01
34429.0,0,0,1,0,0,0,0.0,0.0,49.23,23.1,24.9,23.17,22.85,29.65,28.6,101161.92,-179717.91,-1.31,-9.62,0.43,-0.24,-1.28,-0.43,-0.95,-9.77,0.75,-0.98,-1.1,0.18,2.4,12.5,50.95,-19616.7,-19885.25,12.48,0.05,1.38,12.23,0.05
34455.0,0,0,1,0,0,0,0.0,0.0,49.23,23.1,24.25,23.13,22.81,29.65,28.6,101171.95,-179704.28,-1.3,-9.63,0.44,-0.24,-1.4,-0.43,-0.95,-9.77,0.74,-0.98,-1.28,0.12,0.96,20.19,49.03,-19616.7,-19860.84,12.54,0.07,1.32,12.18,0.0
34481.0,0,0,1,0,0,0,0.0,0.0,49.4,23.09,23.93,23.14,22.79,29.65,28.59,101168.81,-179696.2,-1.34,-9.63,0.52,-0.18,-1.59,-0.55,-0.97,-9.76,0.82,-0.91,-1.46,0.12,3.85,14.42,35.57,-19531.25,-19848.63,12.52,0.04,1.38,12.25,0.01
34506.0,0,0,1,0,0,0,0.0,0.0,49.4,23.09,24.57,23.14,-572.66,29.65,28.61,101149.86,-175720.22,-1.31,-9.63,0.5,-0.06,-1.65,-0.55,-0.95,-9.77,0.81,-0.79,-1.4,0.18,0.48,19.23,34.13,-19970.7,-19738.77,12.52,0.04,1.38,12.25,0.0
34532.0,0,0,1,0,0,0,0.0,0.0,49.4,23.09,26.19,23.14,22.81,29.63,28.62,101163.05,101254.55,-1.29,-9.62,0.43,-0.06,-1.46,-0.49,-0.94,-9.76,0.73,-0.79,-1.34,0.18,2.4,17.3,47.59,-20654.3,-19824.22,12.5,0.05,1.36,12.24,0.0
34558.0,0,0,1,0,0,0,0.0,0.0,49.4,23.09,24.9,23.16,22.83,29.65,28.61,101170.7,101237.86,-1.28,-9.63,0.48,-0.12,-1.4,-0.49,-0.95,-9.75,0.81,-0.79,-1.28,0.24,0.48,12.02,50.47,-19531.25,-19873.05,12.58,0.03,1.35,12.16,0.02
34583.0,0,0,1,0,0,0,0.0,0.0,49.3,23.07,24.25,23.17,-572.66,29.65,28.62,101172.22,-175715.75,-1.29,-9.64,0.53,0.0,-1.4,-0.43,-0.94,-9.75,0.82,-0.67,-1.28,0.24,4.33,12.5,48.07,-19763.18,-19726.56,12.5,0.05,1.34,12.25,0.0
34609.0,0,0,1,0,0,0,0.0,0.0,49.3,23.07,24.57,23.17,22.82,29.67,28.62,101165.84,101266.55,-1.3,-9.62,0.43,0.06,-1.4,-0.37,-0.95,-9.77,0.74,-0.61,-1.22,0.3,-0.48,12.5,37.01,-19812.01,-19775.39,12.52,0.08,1.34,12.26,0.0
34637.0,0,0,1,0,0,0,0.0,0.0,49.3,23.07,25.22,23.17,22.82,29.67,28.62,101165.84,101266.55,-1.27,-9.63,0.47,0.06,-1.52,-0.37,-0.92,-9.77,0.79,-0.67,-1.34,0.3,4.33,16.82,32.69,-19909.67,-19689.94,12.52,0.04,1.36,12.27,0.0
34662.0,0,0,1,0,0,0,0.0,0.0,49.3,23.07,24.25,23.13,22.81,29.67,28.62,101157.12,101274.41,-1.3,-9.62,0.53,0.12,-1.52,-0.24,-0.92,-9.75,0.84,-0.55,-1.4,0.37,-3.36,13.94,37.01,-19067.38,-19946.29,12.43,0.04,1.44,12.04,0.0
34687.0,0,0,1,0,0,0,0.0,0.0,49.58,23.15,25.54,23.14,22.8,29.66,28.61,101160.27,101248.47,-1.3,-9.62,0.45,0.18,-1.52,-0.12,-0.93,-9.74,0.78,-0.49,-1.34,0.43,0.96,13.46,44.7,-19799.8,-19763.18,12.5,0.04,1.35,12.25,0.0
34712.0,0,0,1,0,0,0,0.0,0.0,49.58,23.15,24.25,23.16,22.81,29.66,28.62,101159.95,-179705.14,-1.26,-9.64,0.45,0.12,-1.52,-0.06,-0.91,-9.77,0.77,-0.55,-1.28,0.55,-1.44,18.27,46.15,-19885.25,-19860.84,12.51,0.05,1.34,12.18,0.0
34738.0,0,0,1,0,0,0,0.0,0.0,49.58,23.15,25.22,23.15,22.82,29.68,28.64,101167.94,-179708.97,-1.28,-9.63,0.51,0.18,-1.34,-0.06,-0.93,-9.75,0.8,-0.49,-1.1,0.61,-0.48,14.9,39.9,-19714.36,-20068.36,12.51,0.04,1.32,12.21,0.0
34763.0,0,0,1,0,0,0,0.0,0.0,49.58,23.15,24.25,23.16,22.83,29.67,28.63,101166.08,-179711.52,-1.29,-9.62,0.47,0.3,-1.28,0.06,-0.94,-9.76,0.8,-0.37,-1.1,0.73,1.44,19.23,39.9,-19848.63,-19079.59,12.55,0.05,1.36,12.13,0.0
34788.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,25.86,23.17,22.84,29.67,28.62,101169.94,101314.47,-1.27,-9.63,0.46,0.37,-1.59,0.12,-0.92,-9.76,0.78,-0.37,-1.4,0.73,-1.44,12.98,35.09,-19812.01,-19799.8,12.51,0.05,1.38,12.22,0.0
34816.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,24.57,23.18,22.84,29.67,28.63,101166.91,-179716.62,-1.29,-9.62,0.52,0.3,-1.95,0.12,-0.94,-9.77,0.8,-0.3,-1.71,0.73,4.81,12.5,34.13,-19519.04,-19836.43,12.51,0.05,1.32,12.21,0.01
34841.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,25.22,23.15,22.82,29.68,28.64,101158.88,101286.78,-1.27,-9.63,0.5,0.37,-1.71,0.18,-0.93,-9.76,0.8,-0.24,-1.65,0.85,-0.48,18.27,46.63,-19775.39,-19775.39,12.54,0.05,1.35,12.2,0.0
34866.0,0,0,1,0,0,0,0.0,0.0,49.44,23.15,25.22,23.16,22.83,29.69,28.64,101170.25,-179711.95,-1.26,-9.63,0.51,0.37,-1.52,0.24,-0.91,-9.76,0.81,-0.3,-1.28,0.85,6.73,14.42,46.63,-19506.84,-19641.11,12.51,0.0,1.37,12.21,0.02
34891.0,0,0,1,0,0,0,0.0,0.0,49.26,23.14,25.22,23.16,-572.66,29.68,28.63,101167.02,-175762.75,-1.28,-9.62,0.51,0.3,-1.52,0.24,-0.93,-9.76,0.81,-0.37,-1.28,0.91,3.85,15.86,40.86,-19934.08,-19775.39,12.52,0.07,1.37,12.2,0.01
34916.0,0,0,1,0,0,0,0.0,0.0,49.26,23.14,25.22,23.17,-572.66,29.69,28.64,101176.73,-175785.16,-1.3,-9.62,0.52,0.37,-1.71,0.3,-0.94,-9.76,0.82,-0.37,-1.52,0.91,-0.48,12.98,40.86,-19824.22,-20166.02,12.56,0.05,1.34,12.18,0.0
34941.0,0,0,1,0,0,0,0.0,0.0,49.26,23.14,25.54,23.17,22.85,29.68,28.65,101173.14,101285.61,-1.3,-9.63,0.54,0.3,-1.77,0.3,-0.96,-9.77,0.82,-0.37,-1.59,0.98,1.92,17.79,52.4,-20373.54,-19848.63,12.37,0.03,1.35,12.26,0.01
34966.0,0,0,1,0,0,0,0.0,0.0,49.26,23.14,24.9,23.19,22.85,29.7,28.67,101173.78,-179720.89,-1.28,-9.62,0.51,0.24,-1.65,0.37,-0.92,-9.76,0.78,-0.43,-1.4,0.98,4.33,16.82,49.03,-19921.88,-20043.95,12.5,0.07,1.34,11.98,0.01
34991.0,0,0,1,0,0,0,0.0,0.0,49.56,23.21,26.51,23.19,-572.66,29.7,28.65,101187.86,-175767.25,-1.29,-9.63,0.53,0.18,-1.52,0.24,-0.95,-9.77,0.82,-0.43,-1.4,0.91,1.92,18.27,47.11,-19738.77,-20056.15,12.49,0.07,1.36,12.28,0.0
35020.0,0,0,1,0,0,0,0.0,0.0,49.56,23.21,25.22,23.19,-572.66,29.68,28.64,101187.86,-175767.25,-1.32,-9.61,0.52,0.18,-1.59,0.18,-0.96,-9.76,0.81,-0.49,-1.46,0.91,5.29,16.82,48.07,-19726.56,-19738.77,12.46,0.08,1.35,12.23,0.0
35045.0,0,0,1,0,0,0,0.0,0.0,49.56,23.21,25.22,23.15,22.83,29.68,28.63,101171.5,-179710.67,-1.29,-9.61,0.48,0.12,-1.65,0.18,-0.92,-9.78,0.79,-0.55,-1.52,0.85,1.92,11.54,44.22,-19702.15,-19775.39,12.5,0.07,1.35,12.25,0.0
35070.0,0,0,1,0,0,0,0.0,0.0,49.56,23.21,24.9,23.16,-572.66,29.69,28.65,101176.38,-175771.72,-1.28,-9.61,0.53,0.06,-1.71,0.18,-0.94,-9.76,0.84,-0.61,-1.59,0.79,-0.96,17.3,45.18,-19714.36,-19824.22,12.54,0.09,1.36,12.26,0.01
35096.0,0,0,1,0,0,0,0.0,0.0,49.62,23.11,25.54,23.17,22.84,29.7,28.65,101176.98,-179716.62,-1.31,-9.62,0.51,-0.06,-1.71,0.18,-0.96,-9.75,0.82,-0.73,-1.52,0.79,3.85,17.79,46.15,-19995.12,-19836.43,12.52,0.06,1.36,12.24,0.0
35121.0,0,0,1,0,0,0,0.0,0.0,49.62,23.11,23.93,23.18,22.86,29.7,28.65,101177.67,-179724.72,-1.29,-9.64,0.51,-0.12,-1.65,0.18,-0.93,-9.76,0.78,-0.85,-1.46,0.79,3.85,20.19,43.74,-19726.56,-19384.77,12.54,0.04,1.37,12.22,0.01
35147.0,0,0,1,0,0,0,0.0,0.0,49.62,23.11,24.57,23.18,-572.66,29.7,28.65,101171.91,-175782.91,-1.29,-9.63,0.52,-0.24,-1.4,0.12,-0.92,-9.76,0.8,-0.98,-1.28,0.73,4.81,16.34,50.95,-18859.86,-18017.58,12.36,0.05,1.33,11.95,0.0
35172.0,0,0,1,0,0,0,0.0,0.0,49.62,23.11,23.61,23.18,-572.66,29.7,28.66,101179.56,-175753.81,-1.31,-9.63,0.53,-0.3,-1.34,0.18,-0.95,-9.76,0.82,-0.98,-1.22,0.73,1.92,17.79,38.46,-19836.43,-19848.63,12.55,0.04,1.34,12.28,0.0
35198.0,0,0,1,0,0,0,0.0,0.0,49.22,23.11,25.54,23.19,22.85,29.7,28.65,101190.53,-179719.61,-1.29,-9.63,0.5,-0.49,-1.34,0.18,-0.93,-9.75,0.8,-1.1,-1.22,0.85,-0.96,9.13,46.15,-19165.04,-19873.05,12.54,0.04,1.33,12.25,0.0
35225.0,0,0,1,0,0,0,0.0,0.0,49.22,23.11,24.25,23.2,22.86,29.7,28.66,101162.55,101302.5,-1.28,-9.64,0.49,-0.55,-1.22,0.12,-0.92,-9.76,0.8,-1.16,-1.1,0.73,-0.48,14.42,44.7,-19616.7,-19812.01,12.33,0.05,1.33,12.23,0.0
35251.0,0,0,1,0,0,0,0.0,0.0,49.22,23.11,24.9,23.16,22.83,29.7,28.64,101165.83,101287.58,-1.32,-9.61,0.5,-0.49,-1.1,0.06,-0.97,-9.76,0.81,-1.1,-0.91,0.73,5.29,16.82,46.15,-19738.77,-19824.22,12.5,0.05,1.36,12.25,0.01
